"OldName","NewName","Size","Path"
"IMG-20250906-WA0188.jpg","","147071","C:\Users\Darius\Desktop\catalogue Menuserie\image\IMG-20250906-WA0188.jpg"
"IMG-20250906-WA0189.jpg","","115043","C:\Users\Darius\Desktop\catalogue Menuserie\image\IMG-20250906-WA0189.jpg"
"IMG-20250906-WA0190.jpg","","121274","C:\Users\Darius\Desktop\catalogue Menuserie\image\IMG-20250906-WA0190.jpg"
"IMG-20250906-WA0191.jpg","","130102","C:\Users\Darius\Desktop\catalogue Menuserie\image\IMG-20250906-WA0191.jpg"
"IMG-20250906-WA0192.jpg","","127760","C:\Users\Darius\Desktop\catalogue Menuserie\image\IMG-20250906-WA0192.jpg"
"IMG-20250906-WA0193.jpg","","130460","C:\Users\Darius\Desktop\catalogue Menuserie\image\IMG-20250906-WA0193.jpg"
"IMG-20250906-WA0194.jpg","","51177","C:\Users\Darius\Desktop\catalogue Menuserie\image\IMG-20250906-WA0194.jpg"
"IMG-20250906-WA0195.jpg","","44030","C:\Users\Darius\Desktop\catalogue Menuserie\image\IMG-20250906-WA0195.jpg"
"IMG-20250906-WA0196.jpg","","56018","C:\Users\Darius\Desktop\catalogue Menuserie\image\IMG-20250906-WA0196.jpg"
"IMG-20250906-WA0197.jpg","","63865","C:\Users\Darius\Desktop\catalogue Menuserie\image\IMG-20250906-WA0197.jpg"
"IMG-20250906-WA0198.jpg","","90612","C:\Users\Darius\Desktop\catalogue Menuserie\image\IMG-20250906-WA0198.jpg"
"IMG-20250906-WA0199.jpg","","72100","C:\Users\Darius\Desktop\catalogue Menuserie\image\IMG-20250906-WA0199.jpg"
"IMG-20250906-WA0200.jpg","","65197","C:\Users\Darius\Desktop\catalogue Menuserie\image\IMG-20250906-WA0200.jpg"
"IMG-20250906-WA0201.jpg","","99975","C:\Users\Darius\Desktop\catalogue Menuserie\image\IMG-20250906-WA0201.jpg"
